,ID,Channel,Title,Duration,Release Date,Views,Likes,Comments,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
46,yxgfvLDH8SY,NCT 127,[#4Ket] NCT 127_0 Mile #TAEYONG,00:03:27,2017-06-30 09:00:06,11219.0,1543.0,39.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
47,gfbRLbMuGSs,SMTOWN,[STATION] 시우민 X 마크 'Young & Free' MV,00:04:17,2017-07-07 09:02:44,7635442.0,605876.0,24918.0,3782.0,1297.0,831.0,752.0,716.0,626.0,693.0,570.0,346.0,247.0,259.0,242.0,220.0,183.0,213.0,194.0,171.0,146.0,125.0,113.0,96.0,74.0,60.0,59.0,12015.0,1106.0,525.0,296.0,206.0,95.0,74.0,14826.0,198.0,97.0,97.0,94.0,98.0,101.0,137.0,201.0,127.0,138.0,229.0
48,wFPd3eN64mc,SMTOWN,[STATION] 박재정 X 마크 'Lemonade Love' MV,00:03:25,2017-07-21 03:00:01,2299329.0,168536.0,5259.0,829.0,310.0,200.0,99.0,90.0,95.0,90.0,56.0,92.0,48.0,59.0,65.0,42.0,46.0,38.0,24.0,22.0,20.0,15.0,10.0,12.0,8.0,10.0,9.0,2289.0,109.0,42.0,29.0,28.0,14.0,24.0,2696.0,25.0,37.0,21.0,25.0,16.0,23.0,51.0,55.0,41.0,45.0,28.0
49,Fila4yLICUE,SMTOWN,[STATION] 유영진 X 태용 (TAEYONG) '함께 (Cure)' MV,00:04:32,2017-08-05 03:00:00,3316983.0,224052.0,8370.0,1489.0,339.0,184.0,122.0,113.0,87.0,106.0,101.0,86.0,88.0,63.0,51.0,62.0,61.0,60.0,42.0,38.0,20.0,28.0,20.0,23.0,20.0,21.0,20.0,3244.0,248.0,72.0,67.0,31.0,19.0,9.0,3800.0,45.0,41.0,34.0,22.0,36.0,36.0,76.0,77.0,52.0,54.0,37.0
50,fjYM3lnV6Kc,SMTOWN,NCT DREAM 엔시티 드림 'We Young (青春漾) (Chinese Ver.)' Teaser Clip,00:00:17,2017-08-15 15:00:05,212396.0,19941.0,528.0,194.0,20.0,16.0,8.0,11.0,17.0,12.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,310.0,54.0,4.0,0.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,h3aP1cxwCyk,SMTOWN,NCT DREAM 엔시티 드림 'We Young' MV,00:03:59,2017-08-17 10:00:07,27512532.0,898297.0,32218.0,4393.0,1153.0,993.0,722.0,611.0,461.0,392.0,238.0,200.0,197.0,183.0,171.0,161.0,151.0,120.0,101.0,101.0,73.0,83.0,119.0,63.0,74.0,77.0,81.0,10918.0,978.0,484.0,215.0,132.0,124.0,92.0,13778.0,327.0,186.0,153.0,121.0,131.0,325.0,286.0,228.0,198.0,179.0,240.0
52,NKj8m95H0Ko,SMTOWN,NCT DREAM 엔시티 드림 'We Young (青春漾) (Chinese Ver.)' MV,00:03:59,2017-08-18 04:00:00,817227.0,56438.0,1401.0,343.0,57.0,26.0,13.0,12.0,22.0,17.0,12.0,10.0,9.0,15.0,10.0,11.0,3.0,6.0,4.0,10.0,3.0,2.0,3.0,8.0,2.0,4.0,4.0,606.0,38.0,11.0,4.0,4.0,3.0,3.0,691.0,9.0,12.0,1.0,1.0,4.0,8.0,5.0,6.0,14.0,14.0,10.0
53,CxtEwCpI3DM,NCT DREAM,[#4Ket] NCT DREAM_We Young #JISUNG,00:03:50,2017-08-23 01:00:00,63353.0,10094.0,206.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
54,IoLG5HAOJds,NCT DREAM,[#4Ket] NCT DREAM_We Young #RENJUN,00:03:50,2017-08-23 01:00:00,47475.0,7931.0,295.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
55,0QqGG6BjxZE,SMTOWN,[#4Ket] NCT DREAM_We Young #MARK,00:03:50,2017-08-23 01:00:01,136885.0,9133.0,281.0,89.0,9.0,0.0,5.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,128.0,9.0,3.0,5.0,1.0,1.0,1.0,157.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0
56,B9p7Hn_H6uw,NCT DREAM,[#4Ket] NCT DREAM_We Young,00:03:50,2017-08-23 01:00:01,63110.0,7410.0,131.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,AlpJS6TKnKs,NCT DREAM,[#4Ket] NCT DREAM_We Young #MARK,00:03:50,2017-08-23 01:00:01,24335.0,4259.0,71.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
58,6OtQWFV0lxI,SMTOWN,[#4Ket] NCT DREAM_We Young #JISUNG,00:03:50,2017-08-23 01:00:01,182392.0,13260.0,460.0,113.0,19.0,12.0,4.0,8.0,4.0,5.0,1.0,12.0,7.0,10.0,5.0,11.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,232.0,22.0,6.0,6.0,4.0,3.0,4.0,291.0,2.0,2.0,0.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0
59,CVV3Xf_sZtA,NCT DREAM,[#4Ket] NCT DREAM_We Young #CHENLE,00:03:50,2017-08-23 01:00:01,29079.0,5294.0,155.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
60,WM85Acbp81M,SMTOWN,[#4Ket] NCT DREAM_We Young #CHENLE,00:03:50,2017-08-23 01:00:01,215926.0,15835.0,605.0,91.0,14.0,8.0,5.0,2.0,3.0,1.0,6.0,6.0,3.0,3.0,1.0,2.0,2.0,5.0,3.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,163.0,13.0,10.0,8.0,1.0,3.0,2.0,206.0,3.0,2.0,4.0,3.0,5.0,3.0,8.0,2.0,8.0,8.0,3.0
61,mhysHm1FaGk,NCT DREAM,[#4Ket] NCT DREAM_We Young #JENO,00:03:50,2017-08-23 01:00:03,22681.0,4058.0,78.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
62,pzvc5LSa0_k,NCT DREAM,[#4Ket] NCT DREAM_We Young #HAECHAN,00:03:50,2017-08-23 01:00:03,23912.0,4123.0,86.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
63,n-mh98uutGI,SMTOWN,[N'-3] SO WHAT? WE HOT! WE YOUNG!,00:01:08,2017-08-24 09:00:04,297380.0,27683.0,694.0,166.0,29.0,29.0,27.0,23.0,17.0,11.0,19.0,13.0,6.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,0.0,1.0,2.0,0.0,1.0,376.0,25.0,3.0,5.0,12.0,5.0,3.0,436.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0
64,wF6Zq_MOG6E,SMTOWN,NCT DREAM 엔시티 드림 'We Young' Dance Practice,00:03:45,2017-08-26 03:00:02,4059046.0,191801.0,5319.0,857.0,243.0,160.0,112.0,95.0,60.0,62.0,78.0,51.0,50.0,66.0,64.0,49.0,44.0,30.0,39.0,18.0,21.0,17.0,18.0,18.0,24.0,28.0,19.0,2223.0,287.0,89.0,29.0,16.0,14.0,13.0,2777.0,59.0,29.0,25.0,31.0,24.0,44.0,52.0,23.0,28.0,31.0,33.0
65,DsDHns8ht04,SMTOWN,NCT DREAM 엔시티 드림 'We Young' Dance Practice #Moving Ver.,00:03:44,2017-08-28 03:00:00,3508613.0,143834.0,2873.0,446.0,99.0,111.0,66.0,29.0,39.0,48.0,39.0,27.0,36.0,47.0,21.0,29.0,17.0,15.0,8.0,6.0,7.0,9.0,14.0,7.0,9.0,8.0,6.0,1143.0,81.0,44.0,19.0,17.0,12.0,10.0,1390.0,27.0,27.0,17.0,25.0,15.0,55.0,74.0,44.0,36.0,27.0,32.0
66,vVZyIzJ1e04,SMTOWN,NCT 127 FAN MEETING in BANGKOK,00:00:53,2017-08-29 03:00:01,66449.0,5735.0,333.0,129.0,17.0,12.0,8.0,7.0,9.0,9.0,10.0,8.0,6.0,6.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,243.0,9.0,2.0,0.0,0.0,0.0,0.0,256.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,-nBZ1_niWAc,NCT DREAM,[#4Ket] NCT DREAM_Trigger the fever #HAECHAN,00:03:28,2017-08-30 10:00:01,26702.0,4162.0,66.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
68,-zqwmuErDKg,SMTOWN,[#4Ket] NCT DREAM_Trigger the fever #JENO,00:03:28,2017-08-30 10:00:01,122681.0,8881.0,229.0,45.0,9.0,12.0,7.0,6.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,94.0,2.0,1.0,0.0,1.0,2.0,0.0,100.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0
69,KjJyLVsYFGo,NCT DREAM,[#4Ket] NCT DREAM_Trigger the fever #MARK,00:03:28,2017-08-30 10:00:02,21962.0,3099.0,46.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70,c3Elfo7qL5Q,SMTOWN,[#4Ket] NCT DREAM_Trigger the fever #RENJUN,00:03:28,2017-08-30 10:00:02,211734.0,15414.0,450.0,16.0,6.0,9.0,10.0,2.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,4.0,2.0,1.0,0.0,1.0,1.0,69.0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,5.0,4.0,2.0,4.0
71,XxDaEPphKwY,NCT DREAM,[#4Ket] NCT DREAM_Trigger the fever #RENJUN,00:03:28,2017-08-30 10:00:02,32662.0,4723.0,221.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72,_UHJKjDmmaQ,SMTOWN,[#4Ket] NCT DREAM_Trigger the fever #HAECHAN,00:03:28,2017-08-30 10:00:03,104608.0,8231.0,309.0,33.0,17.0,16.0,10.0,14.0,8.0,3.0,5.0,2.0,5.0,1.0,2.0,3.0,3.0,7.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,139.0,8.0,1.0,6.0,2.0,2.0,3.0,162.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,3.0,3.0
73,fJXYTL2zPuY,SMTOWN,[#4Ket] NCT DREAM_Trigger the fever #CHENLE,00:03:28,2017-08-30 10:00:03,83040.0,6752.0,186.0,15.0,7.0,9.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,47.0,2.0,1.0,2.0,0.0,1.0,0.0,56.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,3.0
74,n918EUjo1uU,NCT DREAM,[#4Ket] NCT DREAM_Trigger the fever #CHENLE,00:03:28,2017-08-30 10:00:03,20848.0,3449.0,124.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
75,ZoQjQIIxM-A,NCT DREAM,[#4Ket] NCT DREAM_Trigger the fever #JENO,00:03:28,2017-08-30 10:00:04,26927.0,3588.0,73.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,0.0,11.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
76,hoaD6EbkI88,NCT DREAM,[#4Ket] NCT DREAM_Trigger the fever #JISUNG,00:03:28,2017-08-30 10:00:05,66065.0,6164.0,81.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,1.0,1.0,0.0,15.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0
77,zHioHoTBjAA,SMTOWN,[#4Ket] NCT DREAM_Trigger the fever #MARK,00:03:28,2017-08-30 10:00:05,76987.0,5607.0,123.0,22.0,8.0,5.0,4.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,56.0,4.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
78,gj2GLNA2rII,SMTOWN,[#4Ket] NCT DREAM_Trigger the fever #JISUNG,00:03:28,2017-08-30 10:00:06,161853.0,9661.0,217.0,34.0,8.0,9.0,4.0,4.0,4.0,1.0,3.0,0.0,2.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,83.0,10.0,4.0,3.0,2.0,4.0,2.0,112.0,4.0,1.0,3.0,2.0,5.0,1.0,5.0,1.0,3.0,2.0,1.0
79,UOYx8QQjteQ,SMTOWN,NCT DREAM BOY VIDEO Teaser,00:00:26,2017-09-06 09:00:01,198455.0,21593.0,613.0,112.0,46.0,48.0,46.0,46.0,33.0,33.0,19.0,9.0,5.0,14.0,18.0,9.0,8.0,6.0,4.0,5.0,3.0,4.0,7.0,0.0,1.0,1.0,1.0,478.0,28.0,12.0,6.0,5.0,0.0,1.0,532.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
80,bs1MLWepK5U,NCT DREAM,NCT DREAM BOY VIDEO Teaser,00:00:26,2017-09-06 09:00:02,66955.0,9757.0,150.0,28.0,0.0,6.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,WKHlr_6SZMo,NCT DREAM,NCT DREAM_ MY PAGE,00:02:17,2017-09-07 10:00:02,132021.0,18361.0,377.0,42.0,11.0,4.0,3.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,79.0,2.0,1.0,1.0,2.0,0.0,0.0,87.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,4.0
82,lul81M-Bsx8,SMTOWN,NCT DREAM_ MY PAGE,00:02:17,2017-09-07 10:00:04,954617.0,92369.0,2551.0,505.0,197.0,114.0,119.0,83.0,43.0,62.0,36.0,27.0,22.0,16.0,23.0,17.0,9.0,19.0,14.0,6.0,8.0,6.0,7.0,6.0,7.0,2.0,3.0,1351.0,51.0,40.0,15.0,5.0,1.0,1.0,1486.0,8.0,3.0,7.0,13.0,13.0,8.0,39.0,55.0,33.0,29.0,27.0
83,UuAyOm8tYkc,SMTOWN,NCT DREAM BOY #JISUNG VIDEO,00:02:30,2017-09-11 09:00:01,222829.0,24341.0,822.0,230.0,55.0,42.0,42.0,25.0,26.0,25.0,17.0,12.0,11.0,8.0,9.0,11.0,7.0,5.0,4.0,5.0,2.0,4.0,1.0,3.0,0.0,2.0,3.0,549.0,28.0,17.0,7.0,10.0,3.0,0.0,625.0,4.0,0.0,5.0,4.0,2.0,3.0,7.0,3.0,1.0,2.0,1.0
84,RzEKjind9QA,NCT DREAM,NCT DREAM BOY #JISUNG VIDEO,00:02:30,2017-09-11 09:00:02,96635.0,10339.0,166.0,21.0,3.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.0,0.0,3.0,0.0,0.0,0.0,46.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0
85,1qaeO7w0BZ4,NCT DREAM,NCT DREAM BOY #CHENLE VIDEO,00:02:13,2017-09-13 09:00:00,58370.0,7207.0,140.0,13.0,4.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,1.0,1.0,0.0,35.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0
86,hEnw-lSbjbY,SMTOWN,NCT DREAM BOY #CHENLE VIDEO,00:02:13,2017-09-13 09:00:05,205029.0,19718.0,635.0,120.0,39.0,40.0,26.0,21.0,15.0,15.0,9.0,10.0,8.0,5.0,7.0,3.0,2.0,7.0,4.0,5.0,4.0,0.0,2.0,2.0,1.0,2.0,2.0,349.0,23.0,10.0,2.0,4.0,3.0,2.0,404.0,5.0,1.0,7.0,1.0,3.0,3.0,9.0,3.0,4.0,3.0,1.0
87,86sriYFYJDQ,SMTOWN,[N'-4] JOHNNY's Communication Center Ep.1,00:02:15,2017-09-14 07:00:00,217380.0,18284.0,611.0,164.0,26.0,27.0,31.0,19.0,23.0,10.0,18.0,14.0,14.0,3.0,4.0,6.0,4.0,5.0,7.0,5.0,6.0,3.0,6.0,3.0,4.0,0.0,1.0,403.0,22.0,2.0,2.0,1.0,3.0,3.0,440.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0
88,8IS6npMU77Y,NCT DREAM,NCT DREAM BOY #MARK VIDEO,00:02:49,2017-09-15 09:00:01,59609.0,6523.0,136.0,13.0,2.0,3.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,6.0
89,sGUpu87qrtQ,SMTOWN,NCT DREAM BOY #MARK VIDEO,00:02:49,2017-09-15 09:00:05,180575.0,15665.0,415.0,116.0,24.0,6.0,7.0,7.0,7.0,7.0,5.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,1.0,5.0,212.0,28.0,5.0,2.0,3.0,3.0,0.0,269.0,2.0,0.0,4.0,1.0,2.0,5.0,7.0,3.0,0.0,4.0,0.0
90,I4GxBoLA0og,NCT DREAM,NCT DREAM BOY #JENO VIDEO,00:02:23,2017-09-18 09:00:00,62712.0,7077.0,141.0,23.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,2.0
91,QUhenrj5U_8,SMTOWN,NCT DREAM BOY #JENO VIDEO,00:02:23,2017-09-18 09:00:02,126539.0,11166.0,325.0,77.0,28.0,12.0,6.0,12.0,1.0,6.0,2.0,4.0,1.0,1.0,0.0,1.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,173.0,15.0,17.0,4.0,3.0,0.0,1.0,219.0,4.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0
92,8haZ_u8cydw,NCT 127,[N’-4] JOHNNY's Communication Center Ep.1,00:02:15,2017-09-18 10:00:00,103064.0,10715.0,214.0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
93,LPTteyXoMrA,NCT DREAM,[N’-3] SO WHAT? WE HOT! WE YOUNG!,00:01:08,2017-09-18 10:00:01,115120.0,13269.0,167.0,15.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
94,F3B0EQTQnWI,NCT,[N'-1] CURE NIGHT,00:01:02,2017-09-18 10:00:02,103985.0,13731.0,286.0,6.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0
95,IVINfKvheGw,NCT,[N'-2] CURE DAY,00:00:31,2017-09-18 10:00:02,73227.0,9721.0,139.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
96,C1Aa0lu_180,NCT 127,[N'-5] JOHNNY's Communication Center Ep.2,00:04:35,2017-09-19 10:00:00,90862.0,9409.0,216.0,21.0,9.0,2.0,0.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
97,AJ7Zf9HNuhE,SMTOWN,[N'-5] JOHNNY's Communication Center Ep.2,00:04:35,2017-09-19 10:00:01,192351.0,13631.0,593.0,142.0,28.0,15.0,20.0,18.0,13.0,9.0,8.0,4.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,8.0,3.0,2.0,0.0,2.0,0.0,2.0,300.0,17.0,10.0,9.0,2.0,4.0,4.0,353.0,7.0,5.0,4.0,0.0,7.0,7.0,2.0,4.0,1.0,1.0,6.0
98,y6IsQpxQaEc,NCT 127,[N'-6] 내 친구의 방은 어디인가 -문태일 편-,00:01:43,2017-09-20 08:00:02,79242.0,6846.0,112.0,22.0,5.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0
99,JSiScodnVz0,SMTOWN,[N'-6] 내 친구의 방은 어디인가 -문태일 편-,00:01:43,2017-09-20 08:00:02,96171.0,6613.0,236.0,46.0,16.0,6.0,7.0,9.0,1.0,4.0,4.0,0.0,6.0,2.0,4.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,2.0,120.0,10.0,2.0,4.0,1.0,0.0,1.0,142.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
